mn_tbl,spc_tbl,spc_ltx_tbl,cat_tbl,mt_tbl,freq_tbl,freq_rs_tbl,EU_K_tbl,aij_tbl,qn_tbl,peak_tbl,peak_val,intint_tbl,intint_val,nupper_deg_tbl,in_aces_tbl
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,150.82066500000002,150.80029011474358,19.30743015515912,-3.786153243881038,"$4_{0,4} – 3_{1,3}$",$0.5048185209329447 \pm 0.06573340564621667$,0.5048185209329447,$1.9430784980221376 \pm 0.19140352296075563$,1.9430784980221376,$58334809937.92919 1 / cm2 \pm 5746287730.90285 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,150.82066500000002,150.80029011474358,19.30743015515912,-3.786153243881038,"$4_{0,4} – 3_{1,3}$",$0.8381111660740315 \pm 0.05597490426479171$,0.8381111660740315,$2.14439459688585 \pm 0.1629885781966603$,2.14439459688585,$64378691529.23599 1 / cm2 \pm 4893218539.978494 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,150.851908,150.83152889401865,19.307490805795027,-3.7857855443144035,"$4_{1,4} – 3_{0,3}$",$1.4324072750617018 \pm 0.06573340564621667$,1.4324072750617018,$3.9334396523411708 \pm 0.19136388129908352$,3.9334396523411708,$39346027483.17262 1 / cm2 \pm 1914204665.2219114 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,150.851908,150.83152889401865,19.307490805795027,-3.7857855443144035,"$4_{1,4} – 3_{0,3}$",$1.7151085584092673 \pm 0.05597490426479171$,1.7151085584092673,$5.071016761072141 \pm 0.16295482156534558$,5.071016761072141,$50725162321.99398 1 / cm2 \pm 1630030063.8931625 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,150.884543,150.86415948524362,186.43176789980666,-5.231979688665471,"$12_{1,12} – 11_{2,9}$",$0.23782193601540635 \pm 0.05597490426479171$,0.23782193601540635,$0.9709050910780632 \pm 0.162919575870952$,0.9709050910780632,$73291055262.5518 1 / cm2 \pm 12298367521.43407 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,150.9546912,150.93429820868067,54.733239935607706,-4.2045863185151084,"$6_{2,4} – 6_{1,5}$",$0.0604252134956455 \pm 0.05597490426479171$,0.0604252134956455,$0.793410702228891 \pm 0.1716525082290066$,0.793410702228891,$43295150420.39574 1 / cm2 \pm 9366802266.386724 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,151.039173,151.0187685957421,54.73743830023022,-4.203961456933557,"$6_{3,4} – 6_{2,5}$",$0.011530170144319396 \pm 0.05597490426479171$,0.011530170144319396,$0.12994614642491306 \pm 0.17155649662721584$,0.12994614642491306,$2362895183.592006 1 / cm2 \pm 3119523208.243824 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,151.127264,151.10709974836962,69.93860289239352,-3.5451077043344843,"$17_{2,16} – 16_{2,15}$",$0.09271318853029048 \pm 0.05597490426479171$,0.09271318853029048,$0.6117692478934599 \pm 0.16265791559004825$,0.6117692478934599,$2722186941.9273677 1 / cm2 \pm 723778214.3267599 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,151.3438779,151.32343233210332,35.4172026383888,-4.402616465395166,"$5_{1,4} – 5_{0,5}$",$0.12152773370954123 \pm 0.05597490426479171$,0.12152773370954123,$0.46367420800099235 \pm 0.17121109709137952$,0.46367420800099235,$15807026594.935152 1 / cm2 \pm 5836723972.073229 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,151.3609763,151.34052842222135,1172.8777582656492,-3.7875127428147204,"$27_{21,6} – 27_{20,7}$",$0.10943742599809642 \pm 0.05597490426479171$,0.10943742599809642,$0.45580081208111 \pm 0.1711917563350642$,0.45580081208111,$754113539.0654575 1 / cm2 \pm 283233416.45493525 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,151.694449,151.67420907134908,14.310193037485522,-4.749809487865408,"$4_{3,2} – 3_{2,1}$",$0.01252069438361264 \pm 0.05597490426479171$,0.01252069438361264,$-0.0018315529442098383 \pm 0.16204973822766092$,-0.0018315529442098383,$-511600355.2913653 1 / cm2 \pm 45264704967.57084 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,151.7319377,151.71169276939537,14.310265679070564,-4.749603375093653,"$4_{3,1} – 3_{2,2}$",$0.15092187290622616 \pm 0.05597490426479171$,0.15092187290622616,$0.5565873826648614 \pm 0.1707732186509497$,0.5565873826648614,$155472375720.58627 1 / cm2 \pm 47702335410.46902 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,151.81285,151.79259427362013,72.0660772092807,-4.635919595211572,"$18_{0,18} – 17_{1,17}$",$0.006909048964099718 \pm 0.05597490426479171$,0.006909048964099718,$-0.24256684093301692 \pm 0.1619233533325211$,-0.24256684093301692,$-12699054127.723707 1 / cm2 \pm 8477141478.2123575 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,151.860249,151.83973367374554,223.81931458197548,-4.938411393463472,"$13_{0,13} – 13_{1,13}$",$0.08757186070966733 \pm 0.05597490426479171$,0.08757186070966733,$0.49117527416598206 \pm 0.16187281341254$,0.49117527416598206,$17689573155.939037 1 / cm2 \pm 5829814987.492942 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.11554999999998,152.09525388567945,64.78025064160882,-4.639179237589059,"$17_{1,17} – 16_{0,16}$",$0.011905806496664117 \pm 0.05597490426479171$,0.011905806496664117,$0.13187130718002793 \pm 0.16160113644586216$,0.13187130718002793,$7382674699.161793 1 / cm2 \pm 9047067530.512417 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.303789,152.28346776977077,120.23830677090181,-3.6092609285492125,"$17_{7,11} – 16_{7,10}$",$0.2145742166961837 \pm 0.05597490426479171$,0.2145742166961837,$1.0550798223921727 \pm 0.17013202063729155$,1.0550798223921727,$5527192896.5278845 1 / cm2 \pm 891261946.2348554 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.303789,152.28346776977077,120.23830677090181,-3.6092609285492125,"$17_{7,10} – 16_{7,9}$",$0.2145742166961837 \pm 0.05597490426479171$,0.2145742166961837,$1.0550798223921727 \pm 0.17013202063729155$,1.0550798223921727,$5527192896.5278845 1 / cm2 \pm 891261946.2348554 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.329886,152.30956128776188,105.80186489667794,-3.58618736618683,"$17_{6,12} – 16_{6,11}$",$0.13244717000464556 \pm 0.05597490426479171$,0.13244717000464556,$0.6408913115998958 \pm 0.16137375531819154$,0.6408913115998958,$3184776383.659973 1 / cm2 \pm 801913390.8945053 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.329886,152.30956128776188,105.80186489667794,-3.58618736618683,"$17_{6,11} – 16_{6,10}$",$0.13244717000464556 \pm 0.05597490426479171$,0.13244717000464556,$0.6408913115998958 \pm 0.16137375531819154$,0.6408913115998958,$3184776383.659973 1 / cm2 \pm 801913390.8945053 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.3913,152.37096709355978,93.58858946999635,-3.5670958639303088,"$17_{5,13} – 16_{5,12}$",$0.12469832711257461 \pm 0.05597490426479171$,0.12469832711257461,$0.8025878492311725 \pm 0.17003432199356633$,0.8025878492311725,$3819845099.4837995 1 / cm2 \pm 809263150.7359083 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.392415,152.37208194479018,93.58864298155662,-3.567092647766054,"$17_{5,12} – 16_{5,11}$",$0.11783958373660725 \pm 0.05597490426479171$,0.11783958373660725,$0.4776241674416502 \pm 0.16130754113359105$,0.4776241674416502,$2273225945.321775 1 / cm2 \pm 767734366.63616 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.50537599999998,152.48502787289667,75.8412841183792,-3.540668005953643,"$17_{3,15} – 16_{3,14}$",$0.09871995328686245 \pm 0.06532437235245091$,0.09871995328686245,$0.5258942868201998 \pm 0.18811124398855245$,0.5258942868201998,$2358705529.9870996 1 / cm2 \pm 843703844.2295332 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.50537599999998,152.48502787289667,75.8412841183792,-3.540668005953643,"$17_{3,15} – 16_{3,14}$",$0.11051262287192831 \pm 0.05597490426479171$,0.11051262287192831,$0.7797193782450148 \pm 0.16118806035485825$,0.7797193782450148,$3497144683.6299386 1 / cm2 \pm 722949799.713046 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.552899,152.53254453211008,83.61411102268819,-3.5511814690310097,"$17_{4,13} – 16_{4,12}$",$0.15301477141092001 \pm 0.05597490426479171$,0.15301477141092001,$0.9105177569810371 \pm 0.16985420495533946$,0.9105177569810371,$4186468027.514999 1 / cm2 \pm 780972356.5877889 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,152.552899,152.53254453211008,83.61411102268819,-3.5511814690310097,"$17_{4,13} – 16_{4,12}$",$0.10772946580701642 \pm 0.06532437235245091$,0.10772946580701642,$0.6409929854472308 \pm 0.19822489159863152$,0.6409929854472308,$2947220544.422734 1 / cm2 \pm 911417887.8694624 1 / cm2$,False
deuterated hydrogen isocyanide,DNC,$\mathrm{DNC}$,CDMS,28508,152.6097439,152.5888727962316,10.98623134971344,-3.8126685025470133,$2 – 1$,$0.730767765417301 \pm 0.06532437235245091$,0.730767765417301,$2.153628130301784 \pm 0.18798259705566772$,2.153628130301784,$126659784479.17732 1 / cm2 \pm 11055685470.439358 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,153.272198,153.25174755918204,75.96743381419222,-3.5341338921887306,"$17_{3,14} – 16_{3,13}$",$0.05549248623216341 \pm 0.06532437235245091$,0.05549248623216341,$0.3569847729791611 \pm 0.19729463178548126$,0.3569847729791611,$1593115689.6577818 1 / cm2 \pm 880466611.389761 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,153.281282,153.26057470148285,193.7881572547282,-4.889968918737268,"$12_{0,12} – 12_{1,12}$",$-0.008657624620904025 \pm 0.06532437235245091$,-0.008657624620904025,$0.33629858950538893 \pm 0.1972829393960666$,0.33629858950538893,$11920026387.878105 1 / cm2 \pm 6992648547.64307 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,153.7438027,153.7227765008996,217.49118337422303,-5.0699447913607285,$9_5 – 8_5$,$0.13631536177397796 \pm 0.06532437235245091$,0.13631536177397796,$0.4637931419074203 \pm 0.18659598299525001$,0.4637931419074203,$65869711115.21843 1 / cm2 \pm 26501089353.345356 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,153.7702187,153.74918888821367,152.50246795235736,-5.004956611996843,$9_4 – 8_4$,$-0.02880253761508711 \pm 0.06532437235245091$,-0.02880253761508711,$-0.35097217497623096 \pm 0.18656392789712845$,-0.35097217497623096,$-42933388924.2383 1 / cm2 \pm 22821813940.61629 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,153.790772,153.76973937731807,101.94008691599996,-4.9604294883638,$9_3 – 8_3$,$0.33581986248271045 \pm 0.06532437235245091$,0.33581986248271045,$1.0610036032900743 \pm 0.18653899464353607$,1.0610036032900743,$58586602438.47525 1 / cm2 \pm 10300328749.65256 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,153.805461,153.78442636843164,65.81569428107075,-4.931156559529569,$9_2 – 8_2$,$0.30574335138444 \pm 0.06532437235245091$,0.30574335138444,$0.3520217029004914 \pm 0.19661058632600065$,0.3520217029004914,$36348870321.57831 1 / cm2 \pm 20301511660.58489 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,153.8142764,153.79324056282627,44.137778384817366,-4.914415544932252,$9_1 – 8_1$,$0.6154107279655494 \pm 0.06532437235245091$,0.6154107279655494,$1.9256220730716187 \pm 0.1965993181842862$,1.9256220730716187,$191338031449.47223 1 / cm2 \pm 19534947719.87415 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,153.81721470000002,153.79617846098063,36.91123090064983,-4.908969374038708,$9_0 – 8_0$,$0.6326603200034522 \pm 0.06532437235245091$,0.6326603200034522,$1.9831619575865365 \pm 0.19659556263850347$,1.9831619575865365,$194607175927.08286 1 / cm2 \pm 19291872304.486576 1 / cm2$,False
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,154.001217,153.9801555965907,66.5201621968636,-3.5413755657454513,$17 – 16$,$0.09233266385139566 \pm 0.06532437235245091$,0.09233266385139566,$0.32329366981500923 \pm 0.1862840862764372$,0.32329366981500923,$1481010141.272586 1 / cm2 \pm 853368459.366885 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,154.244297,154.22371685625268,68.16570321901979,-3.5145167985018158,"$17_{1,16} – 16_{1,15}$",$0.25161035332149184 \pm 0.06532437235245091$,0.25161035332149184,$0.9473640857351091 \pm 0.18599051344004136$,0.9473640857351091,$4092502053.475148 1 / cm2 \pm 803457265.9461095 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,241.767234,241.73457282819362,40.39162765107806,-4.23617879352473,"$5_{1,5} – 4_{1,4}$",$2.524689192921907 \pm 0.07285426736152324$,2.524689192921907,$10.89253903952857 \pm 0.17083896201514812$,10.89253903952857,$484456882403.941 1 / cm2 \pm 7598238632.024768 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,241.79135200000002,241.75868757000958,34.816661466068254,-4.21860730926598,"$5_{0,5} – 4_{0,4}$",$2.383618687630321 \pm 0.07285426736152324$,2.383618687630321,$10.01842604557592 \pm 0.17082192131396673$,10.01842604557592,$427996936940.00287 1 / cm2 \pm 7297679171.557037 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,241.806524,241.77385752037162,115.16084861236324,-4.6615646416204966,"$5_{4,2} – 4_{4,1}$",$-0.1932439335515163 \pm 0.07285426736152324$,-0.1932439335515163,$-1.926014424288589 \pm 0.17081120319962315$,-1.926014424288589,$-228198367236.52072 1 / cm2 \pm 20238081908.58028 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,241.806525,241.77385852023653,115.16084866035567,-4.661564639789939,"$5_{4,1} – 4_{4,0}$",$-0.1932439335515163 \pm 0.07285426736152324$,-0.1932439335515163,$-1.9260144163111783 \pm 0.17081120249213563$,-1.9260144163111783,$-228198367216.9261 1 / cm2 \pm 20238081906.84251 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,241.842284,241.80961268942954,72.52987940899173,-4.291219409401045,"$5_{2,4} – 4_{2,3}$",$0.5931013311434968 \pm 0.07285426736152324$,0.5931013311434968,$3.0075249465847578 \pm 0.17078594620686222$,3.0075249465847578,$151930667859.63098 1 / cm2 \pm 8627566962.565952 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,241.879025,241.8463487259608,55.871469723520256,-4.224771445966309,"$5_{1,4} – 4_{1,3}$",$1.4657816307706981 \pm 0.07285426736152324$,1.4657816307706981,$5.776683526870354 \pm 0.170760004121444$,5.776683526870354,$250494830577.43216 1 / cm2 \pm 7404680921.645844 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,241.904147,241.8714673321429,60.72480653105942,-4.2931009435937755,"$5_{2,3} – 4_{2,2}$",$2.052392267965757 \pm 0.07285426736152324$,2.052392267965757,$8.5412770737857 \pm 0.17074227051519106$,8.5412770737857,$433573478563.2857 1 / cm2 \pm 8667242559.344038 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,241.9104873,241.87821023887392,61.63384229329948,-4.429482769982923,"$15_{3,13} – 14_{2,12}$",$0.15640588858704796 \pm 0.07285426736152324$,0.15640588858704796,$0.7728729011034303 \pm 0.17073779548362614$,0.7728729011034303,$76233095151.58691 1 / cm2 \pm 16840894007.918644 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,242.375735,242.3433958629027,75.62870842950744,-3.79348225076461,"$12_{0,12} – 11_{0,11}$",$0.1398105769884147 \pm 0.07285426736152324$,0.1398105769884147,$0.6353120274644785 \pm 0.17041005901682146$,0.6353120274644785,$18034852788.632668 1 / cm2 \pm 4837497474.014712 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,242.424661,242.3923153349199,127.8258530477592,-3.8055294136249604,"$12_{2,11} – 11_{2,10}$",$0.021488821796448287 \pm 0.07285426736152324$,0.021488821796448287,$-0.011014221493575291 \pm 0.17037566696235334$,-0.011014221493575291,$-321589461.79136175 1 / cm2 \pm 4974570292.846179 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,242.53616,242.5037994580947,127.84458478075436,-3.804906493543204,"$12_{2,10} – 11_{2,9}$",$-0.00949776764771637 \pm 0.07285426736152324$,-0.00949776764771637,$-0.2231346867403615 \pm 0.17029734166573726$,-0.2231346867403615,$-6511657822.59521 1 / cm2 \pm 4969724937.096845 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,242.66468890000002,242.63231120904422,180.59674515744234,-2.9267331827943517,"$27_{4,24} – 26_{4,23}$",$0.0915591821675692 \pm 0.07285426736152324$,0.0915591821675692,$0.6721277651947235 \pm 0.17020714259280692$,0.6721277651947235,$1181518438.9984674 1 / cm2 \pm 299203347.69146293 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,242.7537938,242.72140422016608,37.139140285388905,-4.251054321763967,"$9_{4,6} – 8_{3,5}$",$0.0648098737471895 \pm 0.07285426736152324$,0.0648098737471895,$0.1829647176483809 \pm 0.17014466657410254$,0.1829647176483809,$19660978418.974094 1 / cm2 \pm 18283364468.365715 1 / cm2$,False
carbon monosulfide,C33S,$\mathrm{C^{33}S}$,CDMS,45502,242.91361030000002,242.88079426025445,34.97512044879081,-3.5365060588111485,$5_0 – 4_0$,$0.2444266011188494 \pm 0.07285426736152324$,0.2444266011188494,$0.8994170376762697 \pm 0.17003272585265583$,0.8994170376762697,$8063492644.275349 1 / cm2 \pm 1524384770.0964575 1 / cm2$,False
carbonyl sulfide,OCS,$\mathrm{OCS}$,CDMS,60503,243.21803640000002,243.1847735902585,122.57253933929329,-4.378987352216444,$20 – 19$,$0.560613980015897 \pm 0.07285426736152324$,0.560613980015897,$2.6292771872743237 \pm 0.16981990282118847$,2.6292771872743237,$176455999431.9601 1 / cm2 \pm 11396950013.78518 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,243.64323420000002,243.6107259460132,180.7884488788492,-2.921542093402901,"$27_{4,23} – 26_{4,22}$",$0.07804175963883814 \pm 0.0648257734649959$,0.07804175963883814,$0.7414806920707143 \pm 0.1508421528583943$,0.7414806920707143,$1298353539.8375766 1 / cm2 \pm 264128850.8450324 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,243.915788,243.88283657260286,49.66032620055165,-4.2243929598271395,"$5_{1,4} – 4_{1,3}$",$1.9712295577898782 \pm 0.0648257734649959$,1.9712295577898782,$8.353432318394097 \pm 0.1506736004150298$,8.353432318394097,$368035803046.94403 1 / cm2 \pm 6638382572.947027 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,244.0485044,244.0151280143926,60.0256013458387,-3.677115175032199,"$7_{1,6} – 6_{1,5}$",$1.4507204800608966 \pm 0.0648257734649959$,1.4507204800608966,$5.155314663493873 \pm 0.1505916623693842$,5.155314663493873,$63054363311.56206 1 / cm2 \pm 1841878141.4005778 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,244.2221505,244.18915768503317,18.166247297339396,-4.228919782985083,"$3_{2,1} – 2_{1,2}$",$0.20451575634880376 \pm 0.0648257734649959$,0.20451575634880376,$0.20579612763352564 \pm 0.15048458913740181$,0.20579612763352564,$19244773018.878853 1 / cm2 \pm 14072382187.607079 1 / cm2$,False
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,244.5644441,244.5309971538193,164.3352126706428,-2.9340550342649676,$27 – 26$,$0.06430703490388595 \pm 0.0648257734649959$,0.06430703490388595,$0.1667003095831671 \pm 0.1502739701648119$,0.1667003095831671,$302705554.70734775 1 / cm2 \pm 272877510.60906327 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,244.712269,244.67961810936285,89.39785837461437,-3.7840847143213163,"$12_{1,11} – 11_{1,10}$",$0.2809336668828483 \pm 0.0648257734649959$,0.2809336668828483,$1.379049498818737 \pm 0.15018319321034726$,1.379049498818737,$13017266542.910809 1 / cm2 \pm 1417624717.5747867 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,245.0236489,244.99095646330102,55.21796771601199,-4.432363014805925,"$14_{3,11} – 13_{2,12}$",$0.15239946553251366 \pm 0.0648257734649959$,0.15239946553251366,$0.5293494113938447 \pm 0.149992338050453$,0.5293494113938447,$57640595870.74624 1 / cm2 \pm 16332591583.524046 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,245.1258658,245.09234207306955,37.30592877563631,-3.892282848374546,"$4_{1,4} – 3_{1,3}$",$0.35904475169250066 \pm 0.05247775428114292$,0.35904475169250066,$1.483364108103661 \pm 0.1172556746112472$,1.483364108103661,$50066834769.29809 1 / cm2 \pm 3957639567.016975 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,245.1258658,245.09234207306955,37.30592877563631,-3.892282848374546,"$4_{1,4} – 3_{1,3}$",$0.6299298913865885 \pm 0.0648257734649959$,0.6299298913865885,$2.465055417816437 \pm 0.1548468229295408$,2.465055417816437,$83201097846.94473 1 / cm2 \pm 5226424352.464042 1 / cm2$,False
cyanoacetylene,HC3N,$\mathrm{HC_3N}$,CDMS,51501,245.60631990000002,245.57273046555233,165.03525421606366,-2.9285317804477815,$27 – 26$,$0.25998165733687756 \pm 0.05247775428114292$,0.25998165733687756,$1.0422997146860937 \pm 0.1211337282646229$,1.0422997146860937,$1884715445.163835 1 / cm2 \pm 219037389.50880456 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,246.2687367,246.23587813666683,169.80508134376265,-2.90067982107283,"$27_{2,25} – 26_{2,24}$",$0.09629739570444112 \pm 0.05247775428114292$,0.09629739570444112,$0.19905167869622253 \pm 0.1247698638626717$,0.19905167869622253,$339395863.885978 1 / cm2 \pm 212740610.93065754 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,246.4219174,246.3890383984342,177.26385830649002,-2.8997290675005214,"$28_{2,27} – 27_{2,26}$",$-0.00311014172109636 \pm 0.05247775428114292$,-0.00311014172109636,$0.1445700495569446 \pm 0.12073280464920001$,0.1445700495569446,$237627232.91210356 1 / cm2 \pm 198446375.154672 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,246.54869870000002,246.51580278255835,174.06492347692088,-2.9015291168332116,"$27_{3,24} – 26_{3,23}$",$0.10676219357729316 \pm 0.05247775428114292$,0.10676219357729316,$0.3843860628911145 \pm 0.12067072092260897$,0.3843860628911145,$658179715.1200893 1 / cm2 \pm 206623050.07316777 1 / cm2$,False
singly-deuterated formaldehyde,HDCO,$\mathrm{HDCO}$,CDMS,31501,246.9246,246.89083027587972,37.60174031550265,-3.4018210204733528,"$4_{1,4} – 3_{1,3}$",$0.10865752273998297 \pm 0.05247775428114292$,0.10865752273998297,$0.15702137245665304 \pm 0.12048701998354178$,0.15702137245665304,$5215200408.32784 1 / cm2 \pm 4001773427.307397 1 / cm2$,False
singly-deuterated formaldehyde,HDCO,$\mathrm{HDCO}$,CDMS,31501,246.9246,246.89083027587972,37.60174031550265,-3.4018210204733528,"$4_{1,4} – 3_{1,3}$",$0.14358992034698187 \pm 0.052119806834352585$,0.14358992034698187,$0.28970570636628507 \pm 0.11966518563217207$,0.28970570636628507,$9622087073.232296 1 / cm2 \pm 3974477583.577433 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,247.228587,247.19518803512847,60.92494643917108,-4.67319182431377,"$4_{2,2} – 5_{1,5}$",$0.17957384754001798 \pm 0.052119806834352585$,0.17957384754001798,$0.9271941132495531 \pm 0.11951804787057267$,0.9271941132495531,$144165839992.63223 1 / cm2 \pm 18583400734.88279 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,248.0425634,248.00946816270755,176.82900084593416,-2.8908684133160563,"$28_{1,27} – 27_{1,26}$",$0.07833884573872313 \pm 0.052119806834352585$,0.07833884573872313,$0.37087769279775873 \pm 0.11912583748212492$,0.37087769279775873,$605175999.6115822 1 / cm2 \pm 194382404.70592007 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,248.6172565,248.58408458391398,68.52215024081734,-4.402820611813104,"$16_{3,14} – 15_{2,13}$",$0.03150737746190785 \pm 0.0637998892602267$,0.03150737746190785,$0.3047764268750866 \pm 0.14548494193866832$,0.3047764268750866,$28051467664.1475 1 / cm2 \pm 13390360226.532763 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,248.6172565,248.58408458391398,68.52215024081734,-4.402820611813104,"$16_{3,14} – 15_{2,13}$",$0.03674489518743318 \pm 0.052119806834352585$,0.03674489518743318,$0.013366008335966573 \pm 0.11885047125071198$,0.013366008335966573,$1230200624.370338 1 / cm2 \pm 10938937060.655478 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,248.78110320000002,248.74790942256348,181.20509112787136,-2.8851448607985595,"$29_{1,29} – 28_{1,28}$",$-0.020043213966232598 \pm 0.0637998892602267$,-0.020043213966232598,$0.1759583921157281 \pm 0.14538912586840863$,0.1759583921157281,$275386481.1752927 1 / cm2 \pm 227543564.66112497 1 / cm2$,False
